pitcher,player_name,official_ip,ip_decimal,pitches,stressful_pitches,ps_pct,aps,aps_plus,total_stress,ss_per_9,season,aps_reference_mean,aps_reference_std,aps_reference_count
664294,"Moreta, Dauri",3.2,3.6666666666666665,57,2,3.5,22.5,151,1285.024851501226,3154.2,2021,26.914036537019726,1.2853838829824347,486
643493,"Pruitt, Austin",7.1,7.333333333333333,110,5,4.5,22.5,151,2476.4422244492694,3039.3,2021,26.914036537019726,1.2853838829824347,486
518586,"Culberson, Charlie",2.0,2.0,15,0,0.0,22.6,150,339.6026915189454,1528.2,2021,26.914036537019726,1.2853838829824347,486
593643,"Alberto, Hanser",0.1,0.3333333333333333,2,0,0.0,22.6,150,45.19737430233411,1220.3,2021,26.914036537019726,1.2853838829824347,486
641384,"Bostick, Akeem",1.0,1.0,14,0,0.0,22.6,150,316.9856761763343,2852.9,2021,26.914036537019726,1.2853838829824347,486
592273,"Drury, Brandon",0.2,0.6666666666666666,27,1,3.7,22.6,150,611.1035192666552,8249.9,2021,26.914036537019726,1.2853838829824347,486
595943,"Evans, Phillip",1.0,1.0,5,0,0.0,22.9,147,114.63076489014671,1031.7,2021,26.914036537019726,1.2853838829824347,486
656669,"Luplow, Jordan",1.0,1.0,18,0,0.0,22.9,147,411.5700950694527,3704.1,2021,26.914036537019726,1.2853838829824347,486
621002,"Robertson, Daniel",1.0,1.0,10,0,0.0,23.0,146,230.103365991689,2070.9,2021,26.914036537019726,1.2853838829824347,486
642162,"Valaika, Pat",1.1,1.3333333333333333,7,0,0.0,23.0,146,160.97187411599666,1086.6,2021,26.914036537019726,1.2853838829824347,486
592789,"Syndergaard, Noah",2.0,2.0,26,0,0.0,23.1,145,600.0341104454214,2700.2,2021,26.914036537019726,1.2853838829824347,486
518435,"Barreda, Manny",2.2,2.6666666666666665,48,1,2.1,23.1,144,1109.654326165808,3745.1,2021,26.914036537019726,1.2853838829824347,486
571912,"Maile, Luke",1.0,1.0,20,1,5.0,23.2,144,463.27785891722664,4169.5,2021,26.914036537019726,1.2853838829824347,486
621078,"Lail, Brady",2.0,2.0,28,1,3.6,23.2,144,648.6872235513556,2919.1,2021,26.914036537019726,1.2853838829824347,486
596103,"Slater, Austin",0.1,0.3333333333333333,6,0,0.0,23.1,144,138.7530215152436,3746.3,2021,26.914036537019726,1.2853838829824347,486
543258,"Guilmet, Preston",2.0,2.0,29,1,3.4,23.3,143,674.4243159213913,3034.9,2021,26.914036537019726,1.2853838829824347,486
622663,"Severino, Luis",6.0,6.0,98,2,2.0,23.3,142,2282.251398289308,3423.4,2021,26.914036537019726,1.2853838829824347,486
641726,"Jefferies, Daulton",15.0,15.0,220,4,1.8,23.3,142,5130.342700725713,3078.2,2021,26.914036537019726,1.2853838829824347,486
461865,"Romine, Andrew",1.0,1.0,15,0,0.0,23.3,142,349.5567007742466,3146.0,2021,26.914036537019726,1.2853838829824347,486
606625,"Moronta, Reyes",4.0,4.0,48,1,2.1,23.4,141,1124.055476427227,2529.1,2021,26.914036537019726,1.2853838829824347,486
641703,"Honeywell, Brent",4.1,4.333333333333333,78,0,0.0,23.4,141,1825.2719661961903,3790.9,2021,26.914036537019726,1.2853838829824347,486
592288,"Emanuel, Kent",17.2,17.666666666666668,240,10,4.2,23.4,141,5618.151680591102,2862.1,2021,26.914036537019726,1.2853838829824347,486
675911,"Strider, Spencer",2.1,2.3333333333333335,38,2,5.3,23.5,140,891.3487750216811,3438.1,2021,26.914036537019726,1.2853838829824347,486
541650,"Pérez, Hernán",2.0,2.0,16,0,0.0,23.6,139,376.8487385239427,1695.8,2021,26.914036537019726,1.2853838829824347,486
595918,"Cole, A.J.",8.0,8.0,114,4,3.5,23.6,139,2690.1575491480908,3026.4,2021,26.914036537019726,1.2853838829824347,486
607192,"Glasnow, Tyler",88.0,88.0,1339,58,4.3,23.6,139,31596.844979405756,3231.5,2021,26.914036537019726,1.2853838829824347,486
680430,"Allgeyer, Nick",1.0,1.0,14,0,0.0,23.6,139,330.0044500142263,2970.0,2021,26.914036537019726,1.2853838829824347,486
502210,"Reddick, Josh",0.2,0.6666666666666666,17,1,5.9,23.6,139,400.8306655335741,5411.2,2021,26.914036537019726,1.2853838829824347,486
502042,"Archer, Chris",19.1,19.333333333333332,327,8,2.4,23.5,139,7696.969912807184,3583.1,2021,26.914036537019726,1.2853838829824347,486
669160,"May, Dustin",23.0,23.0,368,15,4.1,23.7,138,8717.549177541929,3411.2,2021,26.914036537019726,1.2853838829824347,486
658648,"Avila, Pedro",4.0,4.0,84,0,0.0,23.6,138,1983.6605064273042,4463.2,2021,26.914036537019726,1.2853838829824347,486
676083,"Junk, Janson",16.1,16.333333333333332,247,12,4.9,23.7,137,5863.675940045722,3231.0,2021,26.914036537019726,1.2853838829824347,486
623465,"Phillips, Evan",13.1,13.333333333333334,248,17,6.9,23.9,135,5928.010555268475,4001.4,2021,26.914036537019726,1.2853838829824347,486
594798,"deGrom, Jacob",92.0,92.0,1226,72,5.9,23.9,135,29301.255974873467,2866.4,2021,26.914036537019726,1.2853838829824347,486
542992,"Burns, Andy",1.0,1.0,24,0,0.0,24.0,134,575.3924701996584,5178.5,2021,26.914036537019726,1.2853838829824347,486
543238,"Gose, Anthony",6.2,6.666666666666667,115,6,5.2,24.0,134,2759.41258529966,3725.2,2021,26.914036537019726,1.2853838829824347,486
628711,"Urías, Julio",185.2,185.66666666666666,2798,147,5.3,24.0,134,67233.85565643429,3259.1,2021,26.914036537019726,1.2853838829824347,486
607644,"Means, John",146.2,146.66666666666666,2328,117,5.0,24.2,132,56309.36498776625,3455.3,2021,26.914036537019726,1.2853838829824347,486
452678,"Cabrera, Asdrúbal",1.1,1.3333333333333333,17,0,0.0,24.1,132,410.2975450883507,2769.5,2021,26.914036537019726,1.2853838829824347,486
467008,"Strop, Pedro",2.0,2.0,45,2,4.4,24.3,131,1092.2309908329482,4915.0,2021,26.914036537019726,1.2853838829824347,486
591720,"Torreyes, Ronald",2.2,2.6666666666666665,34,3,8.8,24.3,131,824.7682889725811,2783.6,2021,26.914036537019726,1.2853838829824347,486
664196,"Anderson, Tanner",5.0,5.0,64,2,3.1,24.3,131,1553.628939576024,2796.5,2021,26.914036537019726,1.2853838829824347,486
681810,"Warren, Austin",20.1,20.333333333333332,306,15,4.9,24.4,130,7454.105869475878,3299.4,2021,26.914036537019726,1.2853838829824347,486
543883,"Vincent, Nick",12.2,12.666666666666666,182,6,3.3,24.3,130,4427.487825878019,3145.8,2021,26.914036537019726,1.2853838829824347,486
622098,"Smith, Drew",41.1,41.333333333333336,626,37,5.9,24.3,130,15213.713368242987,3312.7,2021,26.914036537019726,1.2853838829824347,486
592407,"Holaday, Bryan",1.0,1.0,16,0,0.0,24.4,129,390.6408407573377,3515.8,2021,26.914036537019726,1.2853838829824347,486
554430,"Wheeler, Zack",213.1,213.33333333333334,3209,199,6.2,24.4,129,78344.90164268886,3305.2,2021,26.914036537019726,1.2853838829824347,486
456713,"Bush, Matt",4.0,4.0,69,2,2.9,24.5,128,1692.5378445667618,3808.2,2021,26.914036537019726,1.2853838829824347,486
571788,"Holt, Brock",1.0,1.0,10,0,0.0,24.5,128,245.17675877869777,2206.6,2021,26.914036537019726,1.2853838829824347,486
541640,"Ramírez, Erasmo",26.2,26.666666666666668,392,23,5.9,24.6,127,9658.074870535736,3259.6,2021,26.914036537019726,1.2853838829824347,486
657746,"Ryan, Joe",26.2,26.666666666666668,412,37,9.0,24.7,126,10180.046929440065,3435.8,2021,26.914036537019726,1.2853838829824347,486
663959,"Ivey, Tyler",4.2,4.666666666666667,79,9,11.4,24.7,126,1952.4646480009,3765.5,2021,26.914036537019726,1.2853838829824347,486
664353,"Urquidy, José",107.0,107.0,1631,108,6.6,24.7,126,40256.31286571726,3386.0,2021,26.914036537019726,1.2853838829824347,486
605612,"Castro, Harold",2.2,2.6666666666666665,32,0,0.0,24.8,125,793.4653678387282,2677.9,2021,26.914036537019726,1.2853838829824347,486
542947,"Bleier, Richard",58.0,58.0,697,51,7.3,24.7,125,17242.000238648987,2675.5,2021,26.914036537019726,1.2853838829824347,486
605309,"Kela, Keone",10.2,10.666666666666666,203,7,3.4,24.8,125,5035.533736030356,4248.7,2021,26.914036537019726,1.2853838829824347,486
664337,"Yajure, Miguel",15.0,15.0,239,15,6.3,24.7,125,5915.009901236327,3549.0,2021,26.914036537019726,1.2853838829824347,486
670050,"Ridings, Stephen",5.0,5.0,74,7,9.5,24.8,125,1831.7034863832416,3297.1,2021,26.914036537019726,1.2853838829824347,486
595939,"Ellis, Chris",29.1,29.333333333333332,482,18,3.7,24.9,124,11988.236760215032,3678.2,2021,26.914036537019726,1.2853838829824347,486
665759,"Rosso, Ramón",8.0,8.0,144,10,6.9,24.9,124,3584.1911286077857,4032.2,2021,26.914036537019726,1.2853838829824347,486
670280,"Bednar, David",60.2,60.666666666666664,940,68,7.2,24.8,124,23353.23578978846,3464.5,2021,26.914036537019726,1.2853838829824347,486
605538,"Wisler, Matt",48.2,48.666666666666664,788,58,7.4,24.9,124,19593.936777541323,3623.5,2021,26.914036537019726,1.2853838829824347,486
519299,"Sogard, Eric",4.1,4.333333333333333,68,4,5.9,24.9,124,1691.9570742434694,3514.1,2021,26.914036537019726,1.2853838829824347,486
593144,"Rodríguez, Richard",64.1,64.33333333333333,948,60,6.3,24.9,124,23562.938923404046,3296.4,2021,26.914036537019726,1.2853838829824347,486
571945,"Mikolas, Miles",44.2,44.666666666666664,709,37,5.2,24.9,124,17645.8524572437,3555.5,2021,26.914036537019726,1.2853838829824347,486
664789,"Tom, Ka'ai",1.0,1.0,20,0,0.0,24.8,124,496.9802494179175,4472.8,2021,26.914036537019726,1.2853838829824347,486
459429,"McGee, Jake",59.2,59.666666666666664,882,71,8.0,24.8,124,21896.936155335407,3302.9,2021,26.914036537019726,1.2853838829824347,486
640455,"Manaea, Sean",179.1,179.33333333333334,2980,233,7.8,24.9,123,74273.9813865778,3727.5,2021,26.914036537019726,1.2853838829824347,486
605540,"Woodruff, Brandon",179.1,179.33333333333334,2810,199,7.1,24.9,123,70030.63204679429,3514.5,2021,26.914036537019726,1.2853838829824347,486
641851,"McGowin, Kyle",30.0,30.0,521,26,5.0,24.9,123,12975.12784896224,3892.5,2021,26.914036537019726,1.2853838829824347,486
571948,"Milner, Hoby",21.2,21.666666666666668,393,33,8.4,25.1,122,9848.337656548974,4090.8,2021,26.914036537019726,1.2853838829824347,486
594835,"Gonzales, Marco",143.1,143.33333333333334,2328,159,6.8,25.0,122,58249.99974339583,3657.6,2021,26.914036537019726,1.2853838829824347,486
501381,"Pineda, Michael",109.1,109.33333333333333,1711,143,8.4,25.1,122,42865.60303903299,3528.6,2021,26.914036537019726,1.2853838829824347,486
676617,"O'Brien, Riley",1.1,1.3333333333333333,42,2,4.8,25.0,122,1049.4996395455323,7084.1,2021,26.914036537019726,1.2853838829824347,486
657240,"Merryweather, Julian",13.0,13.0,217,15,6.9,25.0,122,5423.768584715559,3754.9,2021,26.914036537019726,1.2853838829824347,486
547001,"Poteet, Cody",30.2,30.666666666666668,549,31,5.6,25.0,122,13748.50709028431,4034.9,2021,26.914036537019726,1.2853838829824347,486
455119,"Martin, Chris",43.1,43.333333333333336,664,43,6.5,25.0,122,16613.932547878052,3450.6,2021,26.914036537019726,1.2853838829824347,486
545333,"Bauer, Trevor",107.2,107.66666666666667,1791,126,7.0,25.0,122,44842.889368485565,3748.5,2021,26.914036537019726,1.2853838829824347,486
453286,"Scherzer, Max",179.1,179.33333333333334,2821,173,6.1,25.0,122,70566.21780525877,3541.4,2021,26.914036537019726,1.2853838829824347,486
453178,"Kennedy, Ian",56.1,56.333333333333336,911,79,8.7,25.1,122,22835.839794246993,3648.3,2021,26.914036537019726,1.2853838829824347,486
669212,"Morgan, Eli",89.1,89.33333333333333,1414,107,7.6,25.1,121,35528.754411457165,3579.4,2021,26.914036537019726,1.2853838829824347,486
624414,"Arroyo, Christian",1.0,1.0,16,0,0.0,25.1,121,401.9160299783152,3617.2,2021,26.914036537019726,1.2853838829824347,486
543101,"DeSclafani, Anthony",167.2,167.66666666666666,2562,174,6.8,25.1,121,64370.190475855015,3455.3,2021,26.914036537019726,1.2853838829824347,486
593423,"Montas, Frankie",187.0,187.0,3032,210,6.9,25.1,121,76134.43366450246,3664.2,2021,26.914036537019726,1.2853838829824347,486
519151,"Pressly, Ryan",64.0,64.0,960,63,6.6,25.2,120,24159.755911432134,3397.5,2021,26.914036537019726,1.2853838829824347,486
543045,"Conley, Adam",19.2,19.666666666666668,296,23,7.8,25.2,120,7451.999287369288,3410.2,2021,26.914036537019726,1.2853838829824347,486
621111,"Buehler, Walker",207.2,207.66666666666666,3160,242,7.7,25.2,120,79629.77773051547,3451.0,2021,26.914036537019726,1.2853838829824347,486
625643,"López, Reynaldo",57.2,57.666666666666664,938,61,6.5,25.2,120,23630.950845794458,3688.1,2021,26.914036537019726,1.2853838829824347,486
641927,"Ober, Bailey",92.1,92.33333333333333,1476,104,7.0,25.2,120,37179.888873342374,3624.0,2021,26.914036537019726,1.2853838829824347,486
500610,"Guerra, Deolis",65.2,65.66666666666667,1086,73,6.7,25.2,120,27349.81684683333,3748.5,2021,26.914036537019726,1.2853838829824347,486
623364,"Wieck, Brad",17.0,17.0,293,16,5.5,25.2,120,7387.488139473584,3911.0,2021,26.914036537019726,1.2853838829824347,486
502179,"Espino, Paolo",109.2,109.66666666666667,1743,125,7.2,25.2,120,43906.49448706916,3603.3,2021,26.914036537019726,1.2853838829824347,486
477132,"Kershaw, Clayton",121.2,121.66666666666667,1806,141,7.8,25.2,120,45568.23767339751,3370.8,2021,26.914036537019726,1.2853838829824347,486
641835,"Mayza, Tim",53.0,53.0,841,66,7.8,25.2,120,21179.578786996546,3596.5,2021,26.914036537019726,1.2853838829824347,486
660896,"Alcala, Jorge",59.2,59.666666666666664,873,67,7.7,25.2,120,21990.088604220196,3316.9,2021,26.914036537019726,1.2853838829824347,486
657610,"Hildenberger, Trevor",2.1,2.3333333333333335,58,3,5.2,25.2,120,1461.266717945342,5636.3,2021,26.914036537019726,1.2853838829824347,486
656731,"Megill, Tylor",89.2,89.66666666666667,1554,115,7.4,25.2,120,39135.19049192068,3928.1,2021,26.914036537019726,1.2853838829824347,486
645261,"Alcantara, Sandy",205.2,205.66666666666666,3098,248,8.0,25.2,120,78100.1879832018,3417.7,2021,26.914036537019726,1.2853838829824347,486
663556,"McClanahan, Shane",123.1,123.33333333333333,1954,133,6.8,25.2,120,49194.62000531477,3589.9,2021,26.914036537019726,1.2853838829824347,486
669302,"Gilbert, Logan",119.1,119.33333333333333,2129,144,6.8,25.3,119,53901.96132821596,4065.2,2021,26.914036537019726,1.2853838829824347,486
642759,"Fernández, Julian",6.2,6.666666666666667,117,6,5.1,25.3,119,2959.145856345134,3994.8,2021,26.914036537019726,1.2853838829824347,486
596071,"Peters, Dillon",26.2,26.666666666666668,443,37,8.4,25.3,119,11208.94156645875,3783.0,2021,26.914036537019726,1.2853838829824347,486
621107,"Eflin, Zach",105.2,105.66666666666667,1623,124,7.6,25.3,119,41103.74247873806,3500.9,2021,26.914036537019726,1.2853838829824347,486
643338,"Green, Chad",83.2,83.66666666666667,1316,99,7.5,25.3,119,33230.4986448709,3574.6,2021,26.914036537019726,1.2853838829824347,486
668676,"Plesac, Zach",142.2,142.66666666666666,2206,170,7.7,25.3,119,55846.56725534743,3523.0,2021,26.914036537019726,1.2853838829824347,486
669373,"Skubal, Tarik",149.1,149.33333333333334,2547,182,7.1,25.3,119,64342.01582804653,3877.8,2021,26.914036537019726,1.2853838829824347,486
579328,"Kikuchi, Yusei",157.0,157.0,2562,178,6.9,25.3,119,64730.834159331826,3710.7,2021,26.914036537019726,1.2853838829824347,486
660623,"Ynoa, Huascar",91.0,91.0,1486,107,7.2,25.3,119,37612.05020306029,3719.9,2021,26.914036537019726,1.2853838829824347,486
642028,"Rogers, Josh",35.2,35.666666666666664,533,32,6.0,25.3,119,13480.910932316228,3401.7,2021,26.914036537019726,1.2853838829824347,486
506702,"León, Sandy",6.0,6.0,71,4,5.6,25.3,119,1795.9697927031132,2694.0,2021,26.914036537019726,1.2853838829824347,486
623354,"Zamora, Daniel",4.1,4.333333333333333,65,6,9.2,25.3,119,1643.2729099256085,3413.0,2021,26.914036537019726,1.2853838829824347,486
472610,"García, Luis",33.1,33.333333333333336,505,44,8.7,25.3,119,12774.352771761038,3449.1,2021,26.914036537019726,1.2853838829824347,486
650828,"Santana, Edgar",42.2,42.666666666666664,612,40,6.5,25.4,118,15526.839076617342,3275.2,2021,26.914036537019726,1.2853838829824347,486
448179,"Hill, Rich",158.2,158.66666666666666,2496,179,7.2,25.4,118,63404.18264832224,3596.5,2021,26.914036537019726,1.2853838829824347,486
518516,"Bumgarner, Madison",146.1,146.33333333333334,2302,161,7.0,25.4,118,58366.886622578575,3589.8,2021,26.914036537019726,1.2853838829824347,486
608349,"Knebel, Corey",25.2,25.666666666666668,403,22,5.5,25.4,118,10225.119294701117,3585.4,2021,26.914036537019726,1.2853838829824347,486
669330,"Wells, Tyler",57.0,57.0,894,73,8.2,25.3,118,22650.064005869517,3576.3,2021,26.914036537019726,1.2853838829824347,486
641154,"López, Pablo",102.2,102.66666666666667,1673,131,7.8,25.3,118,42395.46854275541,3716.5,2021,26.914036537019726,1.2853838829824347,486
669456,"Bieber, Shane",96.2,96.66666666666667,1559,120,7.7,25.3,118,39496.574083678046,3677.3,2021,26.914036537019726,1.2853838829824347,486
452027,"Albers, Andrew",19.0,19.0,366,29,7.9,25.4,118,9281.073158069323,4396.3,2021,26.914036537019726,1.2853838829824347,486
641778,"Lauer, Eric",118.2,118.66666666666667,1960,136,6.9,25.3,118,49653.305467570324,3765.8,2021,26.914036537019726,1.2853838829824347,486
608331,"Fried, Max",165.2,165.66666666666666,2558,181,7.1,25.5,117,65145.31321054963,3539.1,2021,26.914036537019726,1.2853838829824347,486
592767,"Smyly, Drew",126.2,126.66666666666667,2149,177,8.2,25.5,117,54794.50944305285,3893.3,2021,26.914036537019726,1.2853838829824347,486
641302,"Alexander, Tyler",106.1,106.33333333333333,1640,152,9.3,25.5,117,41815.28347664585,3539.2,2021,26.914036537019726,1.2853838829824347,486
642547,"Peralta, Freddy",144.1,144.33333333333334,2360,188,8.0,25.4,117,59995.86724227829,3741.1,2021,26.914036537019726,1.2853838829824347,486
543521,"McHugh, Collin",64.0,64.0,980,92,9.4,25.5,117,24959.586788476805,3509.9,2021,26.914036537019726,1.2853838829824347,486
444482,"Peralta, David",1.0,1.0,28,4,14.3,25.4,117,712.2894178071184,6410.6,2021,26.914036537019726,1.2853838829824347,486
433589,"Petit, Yusmeiro",78.0,78.0,1086,80,7.4,25.5,117,27666.727740520455,3192.3,2021,26.914036537019726,1.2853838829824347,486
521230,"Hendriks, Liam",71.0,71.0,1135,104,9.2,25.4,117,28880.78040627022,3660.9,2021,26.914036537019726,1.2853838829824347,486
605452,"Ross, Joe",108.0,108.0,1716,145,8.4,25.5,117,43682.05356588309,3640.2,2021,26.914036537019726,1.2853838829824347,486
527054,"Teheran, Julio",5.0,5.0,90,4,4.4,25.4,117,2290.100883881183,4122.2,2021,26.914036537019726,1.2853838829824347,486
518397,"Alexander, Scott",15.1,15.333333333333334,263,22,8.4,25.5,117,6695.64554457034,3930.1,2021,26.914036537019726,1.2853838829824347,486
542881,"Anderson, Tyler",167.0,167.0,2607,222,8.5,25.4,117,66288.70815567642,3572.4,2021,26.914036537019726,1.2853838829824347,486
607560,"Harper, Ryne",35.2,35.666666666666664,571,39,6.8,25.4,117,14518.058799037966,3663.4,2021,26.914036537019726,1.2853838829824347,486
502085,"Robertson, David",12.0,12.0,208,19,9.1,25.4,117,5290.090181500837,3967.6,2021,26.914036537019726,1.2853838829824347,486
605447,"Romano, Jordan",63.0,63.0,1031,79,7.7,25.5,117,26267.408486765737,3752.5,2021,26.914036537019726,1.2853838829824347,486
642073,"Sherfy, James",15.0,15.0,230,23,10.0,25.6,116,5876.574157510436,3525.9,2021,26.914036537019726,1.2853838829824347,486
642336,"Mejía, Francisco",2.0,2.0,28,2,7.1,25.6,116,715.7608893824208,3220.9,2021,26.914036537019726,1.2853838829824347,486
506433,"Darvish, Yu",166.1,166.33333333333334,2773,237,8.5,25.6,116,70864.89126205398,3834.4,2021,26.914036537019726,1.2853838829824347,486
547943,"Ryu, Hyun Jin",169.0,169.0,2689,201,7.5,25.6,116,68709.81515613949,3659.1,2021,26.914036537019726,1.2853838829824347,486
605400,"Nola, Aaron",180.2,180.66666666666666,2975,253,8.5,25.6,116,76091.18161707447,3790.5,2021,26.914036537019726,1.2853838829824347,486
656629,"Kopech, Michael",69.1,69.33333333333333,1158,124,10.7,25.6,116,29620.45368313874,3845.0,2021,26.914036537019726,1.2853838829824347,486
657277,"Webb, Logan",148.1,148.33333333333334,2214,200,9.0,25.5,116,56513.730213455754,3428.9,2021,26.914036537019726,1.2853838829824347,486
592332,"Gausman, Kevin",192.0,192.0,3004,266,8.9,25.5,116,76692.18509018014,3594.9,2021,26.914036537019726,1.2853838829824347,486
677865,"Bruihl, Justin",18.2,18.666666666666668,262,17,6.5,25.6,116,6695.0995433380485,3228.0,2021,26.914036537019726,1.2853838829824347,486
668968,"Crouse, Hans",7.0,7.0,131,8,6.1,25.5,116,3342.0283925565145,4296.9,2021,26.914036537019726,1.2853838829824347,486
571760,"Heaney, Andrew",129.2,129.66666666666666,2330,213,9.1,25.6,116,59579.401794816455,4135.3,2021,26.914036537019726,1.2853838829824347,486
605177,"Chafin, Andrew",68.2,68.66666666666667,951,79,8.3,25.6,116,24302.110486394675,3185.2,2021,26.914036537019726,1.2853838829824347,486
518633,"Duffy, Danny",61.0,61.0,1011,74,7.3,25.6,115,25919.04969433939,3824.1,2021,26.914036537019726,1.2853838829824347,486
594580,"Moll, Sam",10.1,10.333333333333334,167,10,6.0,25.6,115,4283.166512049703,3730.5,2021,26.914036537019726,1.2853838829824347,486
594987,"Sadler, Casey",40.1,40.333333333333336,581,53,9.1,25.6,115,14868.994057859183,3317.9,2021,26.914036537019726,1.2853838829824347,486
543135,"Eovaldi, Nathan",182.1,182.33333333333334,2935,262,8.9,25.7,115,75289.71005087692,3716.3,2021,26.914036537019726,1.2853838829824347,486
676424,"Bettinger, Alec",10.0,10.0,199,14,7.0,25.6,115,5099.121182154538,4589.2,2021,26.914036537019726,1.2853838829824347,486
593334,"Germán, Domingo",98.1,98.33333333333333,1579,139,8.8,25.7,115,40519.05112752927,3708.5,2021,26.914036537019726,1.2853838829824347,486
543243,"Gray, Sonny",135.1,135.33333333333334,2232,193,8.6,25.7,115,57280.823187830705,3809.3,2021,26.914036537019726,1.2853838829824347,486
641482,"Cortes, Nestor",93.0,93.0,1524,122,8.0,25.6,115,39009.33350020289,3775.1,2021,26.914036537019726,1.2853838829824347,486
650644,"Civale, Aaron",124.1,124.33333333333333,1909,159,8.3,25.6,115,48844.46344099149,3535.7,2021,26.914036537019726,1.2853838829824347,486
543037,"Cole, Gerrit",181.1,181.33333333333334,2969,249,8.4,25.6,115,76001.57652965664,3772.1,2021,26.914036537019726,1.2853838829824347,486
623167,"Flexen, Chris",179.2,179.66666666666666,2811,224,8.0,25.6,115,71990.42648353676,3606.2,2021,26.914036537019726,1.2853838829824347,486
543901,"Weber, Ryan",9.2,9.666666666666666,160,14,8.8,25.7,115,4107.060726693543,3823.8,2021,26.914036537019726,1.2853838829824347,486
672582,"Zerpa, Angel",5.0,5.0,68,2,2.9,25.6,115,1741.232692251262,3134.2,2021,26.914036537019726,1.2853838829824347,486
608700,"Plawecki, Kevin",1.0,1.0,18,1,5.6,25.6,115,460.8363123526945,4147.5,2021,26.914036537019726,1.2853838829824347,486
622072,"Wood, Alex",138.2,138.66666666666666,2199,186,8.5,25.6,115,56319.37488113991,3655.3,2021,26.914036537019726,1.2853838829824347,486
608652,"Farrell, Luke",24.2,24.666666666666668,473,31,6.6,25.6,115,12122.850437684223,4423.2,2021,26.914036537019726,1.2853838829824347,486
502171,"Cobb, Alex",93.1,93.33333333333333,1579,134,8.5,25.7,114,40579.81687394686,3913.1,2021,26.914036537019726,1.2853838829824347,486
425844,"Greinke, Zack",171.0,171.0,2577,225,8.7,25.7,114,66200.87643834026,3484.3,2021,26.914036537019726,1.2853838829824347,486
