pitcher,player_name,official_ip,ip_decimal,pitches,stressful_pitches,ps_pct,aps,aps_plus,total_stress,ss_per_9,season,aps_reference_mean,aps_reference_std,aps_reference_count
669270,"Kuhnel, Joel",10.0,10.0,159,12,7.5,24.9,122,3962.374284614404,3566.1,2024,26.644943333993194,1.1826517211902399,474
689017,"Knack, Landon",69.0,69.0,1149,73,6.4,24.9,122,28633.227810436878,3734.8,2024,26.644943333993194,1.1826517211902399,474
642016,"Robert, Daniel",5.2,5.666666666666667,104,4,3.8,24.9,122,2592.9407234481296,4118.2,2024,26.644943333993194,1.1826517211902399,474
656353,"Davidson, Tucker",4.2,4.666666666666667,67,0,0.0,24.9,122,1667.2787299882712,3215.5,2024,26.644943333993194,1.1826517211902399,474
669372,"Ginn, J.T.",34.0,34.0,520,29,5.6,24.9,122,12936.733284444264,3424.4,2024,26.644943333993194,1.1826517211902399,474
676710,"Crawford, Kutter",183.2,183.66666666666666,2823,209,7.4,24.9,122,70412.80172212767,3450.4,2024,26.644943333993194,1.1826517211902399,474
680689,"Richardson, Lyon",0.2,0.6666666666666666,26,0,0.0,24.9,122,648.3629305146218,8752.9,2024,26.644943333993194,1.1826517211902399,474
695549,"Jobe, Jackson",4.0,4.0,48,0,0.0,24.9,122,1194.1329617750387,2686.8,2024,26.644943333993194,1.1826517211902399,474
608718,"Suter, Brent",65.2,65.66666666666667,1022,77,7.5,24.9,122,25482.350130343748,3492.5,2024,26.644943333993194,1.1826517211902399,474
605447,"Romano, Jordan",13.2,13.666666666666666,219,14,6.4,24.9,122,5448.630723807198,3588.1,2024,26.644943333993194,1.1826517211902399,474
669276,"Lee, Dylan",59.2,59.666666666666664,879,70,8.0,24.9,122,21926.44165633984,3307.3,2024,26.644943333993194,1.1826517211902399,474
543056,"Coulombe, Danny",29.2,29.666666666666668,466,28,6.0,24.9,122,11617.378410946118,3524.4,2024,26.644943333993194,1.1826517211902399,474
543135,"Eovaldi, Nathan",170.2,170.66666666666666,2623,191,7.3,25.0,121,65595.18486833369,3459.1,2024,26.644943333993194,1.1826517211902399,474
669212,"Morgan, Eli",42.0,42.0,649,51,7.9,25.0,121,16210.252557138367,3473.6,2024,26.644943333993194,1.1826517211902399,474
663947,"Holton, Tyler",94.1,94.33333333333333,1344,85,6.3,25.0,121,33625.72210289738,3208.1,2024,26.644943333993194,1.1826517211902399,474
601713,"Pivetta, Nick",145.2,145.66666666666666,2392,176,7.4,25.0,121,59740.023477861156,3691.0,2024,26.644943333993194,1.1826517211902399,474
671922,"Smith, Cade",75.1,75.33333333333333,1166,87,7.5,25.0,121,29125.173431681025,3479.6,2024,26.644943333993194,1.1826517211902399,474
663423,"Thornton, Trent",72.1,72.33333333333333,1144,92,8.0,25.0,121,28599.838102635564,3558.5,2024,26.644943333993194,1.1826517211902399,474
687330,"Kelly, Kevin",70.2,70.66666666666667,1035,91,8.8,25.0,121,25863.963066871554,3294.0,2024,26.644943333993194,1.1826517211902399,474
571510,"Boyd, Matthew",39.2,39.666666666666664,669,40,6.0,25.0,121,16694.24848623696,3787.8,2024,26.644943333993194,1.1826517211902399,474
669724,"Hanifee, Brenan",29.1,29.333333333333332,447,25,5.6,25.0,121,11170.149502299213,3427.2,2024,26.644943333993194,1.1826517211902399,474
669923,"Kirby, George",191.0,191.0,2969,213,7.2,25.0,121,74179.14772418636,3495.4,2024,26.644943333993194,1.1826517211902399,474
657193,"Alvarez, Eddy",1.0,1.0,13,1,7.7,25.0,121,324.9491316286308,2924.5,2024,26.644943333993194,1.1826517211902399,474
666619,"Santos, Gregory",7.1,7.333333333333333,112,4,3.6,25.0,121,2796.341581055186,3431.9,2024,26.644943333993194,1.1826517211902399,474
669308,"Reynolds, Sean",11.0,11.0,225,10,4.4,25.0,121,5630.801251569111,4607.0,2024,26.644943333993194,1.1826517211902399,474
663158,"Suarez, Robert",65.0,65.0,957,64,6.7,25.1,120,24003.203436609834,3323.5,2024,26.644943333993194,1.1826517211902399,474
594798,"deGrom, Jacob",10.2,10.666666666666666,172,10,5.8,25.1,120,4309.145084539919,3635.8,2024,26.644943333993194,1.1826517211902399,474
682243,"Miller, Bryce",180.1,180.33333333333334,2753,190,6.9,25.0,120,68909.88471581611,3439.1,2024,26.644943333993194,1.1826517211902399,474
683769,"Gaddis, Hunter",74.2,74.66666666666667,1079,85,7.9,25.1,120,27068.07053881925,3262.7,2024,26.644943333993194,1.1826517211902399,474
695076,"Lowder, Rhett",30.2,30.666666666666668,498,29,5.8,25.0,120,12468.629611560089,3659.3,2024,26.644943333993194,1.1826517211902399,474
660825,"Bazardo, Eduard",27.2,27.666666666666668,441,31,7.0,25.0,120,11046.901553566311,3593.6,2024,26.644943333993194,1.1826517211902399,474
543339,"Hudson, Daniel",63.0,63.0,981,70,7.1,25.1,120,24594.219465976854,3513.5,2024,26.644943333993194,1.1826517211902399,474
594902,"Lively, Ben",151.0,151.0,2409,165,6.8,25.1,119,60510.32073040519,3606.6,2024,26.644943333993194,1.1826517211902399,474
605156,"Brooks, Aaron",26.2,26.666666666666668,403,26,6.5,25.2,119,10148.750779597462,3425.2,2024,26.644943333993194,1.1826517211902399,474
607237,"Garrett, Amir",5.1,5.333333333333333,104,10,9.6,25.1,119,2613.4751558930507,4410.2,2024,26.644943333993194,1.1826517211902399,474
489446,"Yates, Kirby",61.2,61.666666666666664,1045,75,7.2,25.1,119,26237.986366182882,3829.3,2024,26.644943333993194,1.1826517211902399,474
669211,"Akin, Keegan",78.2,78.66666666666667,1246,87,7.0,25.1,119,31307.20548751881,3581.8,2024,26.644943333993194,1.1826517211902399,474
663460,"Bubic, Kris",30.1,30.333333333333332,476,42,8.8,25.1,119,11967.374055870503,3550.8,2024,26.644943333993194,1.1826517211902399,474
660644,"Bruján, Vidal",1.2,1.6666666666666665,55,3,5.5,25.2,119,1383.5310148188482,7471.1,2024,26.644943333993194,1.1826517211902399,474
668390,"Winn, Cole",17.1,17.333333333333332,286,26,9.1,25.1,119,7188.76965946523,3732.6,2024,26.644943333993194,1.1826517211902399,474
623474,"Herget, Jimmy",12.1,12.333333333333334,189,9,4.8,25.2,119,4757.813010485438,3471.9,2024,26.644943333993194,1.1826517211902399,474
681871,"Villalobos, Eli",4.1,4.333333333333333,71,3,4.2,25.2,118,1789.3501317654914,3716.3,2024,26.644943333993194,1.1826517211902399,474
663321,"Hernandez, Nick",8.0,8.0,141,9,6.4,25.2,118,3555.1911294395304,3999.6,2024,26.644943333993194,1.1826517211902399,474
445276,"Jansen, Kenley",54.2,54.666666666666664,810,74,9.1,25.2,118,20446.994702222615,3366.3,2024,26.644943333993194,1.1826517211902399,474
608723,"Voth, Austin",61.0,61.0,976,72,7.4,25.2,118,24615.66226363039,3631.8,2024,26.644943333993194,1.1826517211902399,474
605488,"Springs, Jeffrey",33.0,33.0,565,48,8.5,25.2,118,14239.4004089376,3883.5,2024,26.644943333993194,1.1826517211902399,474
453286,"Scherzer, Max",43.1,43.333333333333336,670,56,8.4,25.3,118,16920.687333558868,3514.3,2024,26.644943333993194,1.1826517211902399,474
571945,"Mikolas, Miles",171.2,171.66666666666666,2705,224,8.3,25.2,118,68160.1001634763,3573.4,2024,26.644943333993194,1.1826517211902399,474
641302,"Alexander, Tyler",107.2,107.66666666666667,1673,121,7.2,25.3,118,42257.85671874006,3532.4,2024,26.644943333993194,1.1826517211902399,474
592791,"Taillon, Jameson",165.1,165.33333333333334,2483,177,7.1,25.2,118,62687.83087532998,3412.4,2024,26.644943333993194,1.1826517211902399,474
677960,"Weathers, Ryan",86.2,86.66666666666667,1417,85,6.0,25.2,118,35731.06347471511,3710.5,2024,26.644943333993194,1.1826517211902399,474
808967,"Yamamoto, Yoshinobu",90.0,90.0,1431,104,7.3,25.3,117,36177.265963363265,3617.7,2024,26.644943333993194,1.1826517211902399,474
676254,"Walker, Ryan",80.0,80.0,1225,91,7.4,25.3,117,31027.65459481362,3490.6,2024,26.644943333993194,1.1826517211902399,474
673380,"Núñez, Dedniel",35.0,35.0,526,46,8.7,25.3,117,13313.77876605677,3423.5,2024,26.644943333993194,1.1826517211902399,474
657006,"Steele, Justin",134.2,134.66666666666666,2047,153,7.5,25.3,117,51744.07911405597,3458.1,2024,26.644943333993194,1.1826517211902399,474
650960,"Duarte, Daniel",4.0,4.0,56,3,5.4,25.3,117,1415.5121416778532,3184.9,2024,26.644943333993194,1.1826517211902399,474
519242,"Sale, Chris",177.2,177.66666666666666,2818,233,8.3,25.3,117,71240.4346596767,3608.8,2024,26.644943333993194,1.1826517211902399,474
650489,"Castro, Willi",1.1,1.3333333333333333,15,2,13.3,25.3,117,379.272116356289,2560.1,2024,26.644943333993194,1.1826517211902399,474
669203,"Burnes, Corbin",194.1,194.33333333333334,2997,218,7.3,25.3,117,75920.30444838997,3516.0,2024,26.644943333993194,1.1826517211902399,474
674444,"Cruz, Steven",5.2,5.666666666666667,82,12,14.6,25.3,117,2074.24579382897,3294.4,2024,26.644943333993194,1.1826517211902399,474
656546,"Hoffman, Jeff",66.1,66.33333333333333,1004,66,6.6,25.3,117,25443.14764934607,3452.1,2024,26.644943333993194,1.1826517211902399,474
700187,"Taylor, Troy",19.1,19.333333333333332,329,22,6.7,25.3,117,8337.349777000394,3881.2,2024,26.644943333993194,1.1826517211902399,474
669854,"Blanco, Ronel",167.1,167.33333333333334,2753,202,7.3,25.3,117,69617.37431621212,3744.4,2024,26.644943333993194,1.1826517211902399,474
605400,"Nola, Aaron",199.1,199.33333333333334,3193,247,7.7,25.4,116,81013.48661446298,3657.8,2024,26.644943333993194,1.1826517211902399,474
675540,"Curry, Xzavion",42.2,42.666666666666664,642,64,10.0,25.4,116,16283.169885384594,3434.7,2024,26.644943333993194,1.1826517211902399,474
650644,"Civale, Aaron",161.0,161.0,2700,199,7.4,25.4,116,68510.59042281921,3829.8,2024,26.644943333993194,1.1826517211902399,474
656876,"Rasmussen, Drew",28.2,28.666666666666668,460,34,7.4,25.4,116,11682.1700099409,3667.7,2024,26.644943333993194,1.1826517211902399,474
656730,"Megill, Trevor",46.1,46.333333333333336,682,51,7.5,25.4,116,17302.698934104174,3361.0,2024,26.644943333993194,1.1826517211902399,474
671096,"Abbott, Andrew",138.0,138.0,2334,164,7.0,25.4,116,59188.601557132664,3860.1,2024,26.644943333993194,1.1826517211902399,474
682227,"Williamson, Brandon",14.1,14.333333333333334,256,19,7.4,25.4,116,6507.480613873789,4086.1,2024,26.644943333993194,1.1826517211902399,474
678606,"Ferrer, José A.",32.0,32.0,477,38,8.0,25.4,116,12103.745437753743,3404.2,2024,26.644943333993194,1.1826517211902399,474
541640,"Ramírez, Erasmo",20.2,20.666666666666668,304,25,8.2,25.4,116,7712.7073618674,3358.8,2024,26.644943333993194,1.1826517211902399,474
640455,"Manaea, Sean",181.2,181.66666666666666,2997,228,7.6,25.4,116,76029.08386898575,3766.6,2024,26.644943333993194,1.1826517211902399,474
660896,"Alcala, Jorge",58.1,58.333333333333336,935,76,8.1,25.4,116,23751.472599237844,3664.5,2024,26.644943333993194,1.1826517211902399,474
683003,"Jones, Jared",121.2,121.66666666666667,1916,168,8.8,25.5,115,48824.91977594107,3611.7,2024,26.644943333993194,1.1826517211902399,474
676440,"Bibee, Tanner",173.2,173.66666666666666,2853,241,8.4,25.5,115,72658.89449750677,3765.4,2024,26.644943333993194,1.1826517211902399,474
676979,"Crochet, Garrett",146.0,146.0,2395,198,8.3,25.5,115,60966.244692405504,3758.2,2024,26.644943333993194,1.1826517211902399,474
641745,"Keller, Brad",41.1,41.333333333333336,744,51,6.9,25.5,115,18967.727065602463,4130.1,2024,26.644943333993194,1.1826517211902399,474
670955,"Uceta, Edwin",41.2,41.666666666666664,674,62,9.2,25.5,115,17181.409379192686,3711.2,2024,26.644943333993194,1.1826517211902399,474
675911,"Strider, Spencer",9.0,9.0,178,7,3.9,25.5,115,4534.990848391376,4535.0,2024,26.644943333993194,1.1826517211902399,474
622786,"Tinoco, Jesus",40.2,40.666666666666664,648,58,9.0,25.5,115,16499.590188440976,3651.5,2024,26.644943333993194,1.1826517211902399,474
686563,"Cannon, Jonathan",124.1,124.33333333333333,2029,152,7.5,25.4,115,51594.819966156356,3734.7,2024,26.644943333993194,1.1826517211902399,474
628452,"Iglesias, Raisel",69.1,69.33333333333333,940,91,9.7,25.5,115,23963.346050049175,3110.6,2024,26.644943333993194,1.1826517211902399,474
552640,"Kittredge, Andrew",70.2,70.66666666666667,1038,90,8.7,25.4,115,26393.61647526715,3361.5,2024,26.644943333993194,1.1826517211902399,474
606303,"Payamps, Joel",59.0,59.0,916,82,9.0,25.5,115,23330.210584712015,3558.8,2024,26.644943333993194,1.1826517211902399,474
669060,"Wilson, Bryse",104.2,104.66666666666667,1643,123,7.5,25.5,115,41823.59928585896,3596.3,2024,26.644943333993194,1.1826517211902399,474
456501,"Cueto, Johnny",11.1,11.333333333333334,173,15,8.7,25.4,115,4398.213166438607,3492.7,2024,26.644943333993194,1.1826517211902399,474
594835,"Gonzales, Marco",33.2,33.666666666666664,546,31,5.7,25.5,115,13906.258393846841,3717.5,2024,26.644943333993194,1.1826517211902399,474
643377,"Jax, Griffin",71.0,71.0,1072,104,9.7,25.5,114,27356.916559543475,3467.8,2024,26.644943333993194,1.1826517211902399,474
694813,"Stone, Gavin",140.1,140.33333333333334,2154,159,7.4,25.6,114,55076.28052807049,3532.2,2024,26.644943333993194,1.1826517211902399,474
656550,"Holmes, Grant",68.1,68.33333333333333,1029,88,8.6,25.5,114,26278.338778517238,3461.0,2024,26.644943333993194,1.1826517211902399,474
671737,"Bradley, Taj",138.0,138.0,2296,176,7.7,25.6,114,58697.66398504479,3828.1,2024,26.644943333993194,1.1826517211902399,474
805673,"Matthews, Zebby",37.2,37.666666666666664,717,42,5.9,25.5,114,18294.01743345487,4371.1,2024,26.644943333993194,1.1826517211902399,474
686752,"Pepiot, Ryan",130.0,130.0,2150,186,8.7,25.6,114,54985.826922586806,3806.7,2024,26.644943333993194,1.1826517211902399,474
671131,"Rutledge, Jackson",8.1,8.333333333333334,139,7,5.0,25.5,114,3548.7889190506194,3832.7,2024,26.644943333993194,1.1826517211902399,474
670161,"Dunshee, Parker",2.1,2.3333333333333335,51,2,3.9,25.5,114,1301.2099548397223,5019.0,2024,26.644943333993194,1.1826517211902399,474
663969,"Phillips, Tyler",36.2,36.666666666666664,578,44,7.6,25.6,113,14801.23129263179,3633.0,2024,26.644943333993194,1.1826517211902399,474
554430,"Wheeler, Zack",200.0,200.0,3136,269,8.6,25.7,113,80442.41399127421,3619.9,2024,26.644943333993194,1.1826517211902399,474
666200,"Luzardo, Jesús",66.2,66.66666666666667,1084,89,8.2,25.6,113,27795.39057460711,3752.4,2024,26.644943333993194,1.1826517211902399,474
